Column1,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
112,NFLX250124C01090000,2025-01-22 20:53:31+00:00,1090,0.22,0.15,0.25,-0.35999998,-62.068966,778,228,0.7753928710937501,FALSE,REGULAR,USD
109,NFLX250124C01075000,2025-01-22 20:54:33+00:00,1075,0.23,0.17,0.31,-0.52,-69.333336,2033,355,0.7221707470703125,FALSE,REGULAR,USD
60,NFLX250124C00840000,2025-01-22 20:54:40+00:00,840,114,113.2,114.85,61.58,117.47425,210,591,0.6210975390625001,TRUE,REGULAR,USD
74,NFLX250124C00905000,2025-01-22 20:54:50+00:00,905,50.19,48.8,50.1,27.349998,119.74605,362,403,0.49121602539062503,TRUE,REGULAR,USD
61,NFLX250124C00845000,2025-01-22 20:56:22+00:00,845,110,108.2,109.85,61.05,124.7191,79,164,0.5937540625000001,TRUE,REGULAR,USD
117,NFLX250124C01120000,2025-01-22 20:56:28+00:00,1120,0.1,0.03,0.12,-0.15,-60.000004,1405,617,0.81445498,FALSE,REGULAR,USD
52,NFLX250124C00800000,2025-01-22 20:56:36+00:00,800,154.7,153.25,154.8,74.95,93.981186,3134,3106,0.8359391406249999,TRUE,REGULAR,USD
115,NFLX250124C01105000,2025-01-22 20:56:56+00:00,1105,0.1,0.08,0.2,-0.20000002,-66.66667,599,192,0.807619111,FALSE,REGULAR,USD
97,NFLX250124C01015000,2025-01-22 20:57:24+00:00,1015,0.83,0.76,0.88,-2.3200002,-73.650795,2685,1612,0.5151415673828125,FALSE,REGULAR,USD
110,NFLX250124C01080000,2025-01-22 20:57:25+00:00,1080,0.2,0.18,0.26,-0.44,-68.75,1181,502,0.737307314,FALSE,REGULAR,USD
67,NFLX250124C00875000,2025-01-22 20:57:27+00:00,875,79,78.7,79.85,44.28,127.53456,740,750,0.569340244,TRUE,REGULAR,USD
119,NFLX250124C01140000,2025-01-22 20:57:36+00:00,1140,0.06,0.03,0.08,-0.06999999,-53.84615,809,263,0.867188828,FALSE,REGULAR,USD
79,NFLX250124C00925000,2025-01-22 20:57:40+00:00,925,31,29.6,31.7,14.5,87.878784,927,1891,0.43408769042968753,TRUE,REGULAR,USD
116,NFLX250124C01110000,2025-01-22 20:57:47+00:00,1110,0.14,0.09,0.15,-0.21,-60,790,473,0.81445498,FALSE,REGULAR,USD
111,NFLX250124C01085000,2025-01-22 20:57:52+00:00,1085,0.19,0.13,0.26,-0.37,-66.07143,597,137,0.7490259472656251,FALSE,REGULAR,USD
68,NFLX250124C00880000,2025-01-22 20:57:54+00:00,880,74.21,73.8,74.8,41.899998,129.68121,1034,2438,0.543949873,TRUE,REGULAR,USD
125,NFLX250124C01220000,2025-01-22 20:57:54+00:00,1220,0.02,0.02,0.03,-0.01,-33.333336,530,447,1.0781296093750001,FALSE,REGULAR,USD
65,NFLX250124C00865000,2025-01-22 20:58:04+00:00,865,88.71,88.65,89.85,49.21,124.582275,1075,1848,0.6250037500000001,TRUE,REGULAR,USD
124,NFLX250124C01200000,2025-01-22 20:58:22+00:00,1200,0.01,0.01,0.04,-0.04,-80.00001,1382,767,1.015629922,FALSE,REGULAR,USD
70,NFLX250124C00890000,2025-01-22 20:58:28+00:00,890,63.6,63.85,65,34.979996,122.22219,690,1021,0.506840869,TRUE,REGULAR,USD
73,NFLX250124C00902500,2025-01-22 20:58:39+00:00,902.5,52.29,51.3,52.65,28.69,121.567795,422,380,0.5163622583007812,TRUE,REGULAR,USD
75,NFLX250124C00907500,2025-01-22 20:58:39+00:00,907.5,47.6,45.05,48.5,26.05,120.881676,138,138,0.5500533276367189,TRUE,REGULAR,USD
64,NFLX250124C00860000,2025-01-22 20:59:01+00:00,860,93.65,93.2,94.85,51.84,123.98947,837,1301,0.515629844,TRUE,REGULAR,USD
80,NFLX250124C00930000,2025-01-22 20:59:04+00:00,930,26.5,25.65,28.2,12,82.75862,1984,2853,0.4594780615234375,TRUE,REGULAR,USD
100,NFLX250124C01030000,2025-01-22 20:59:09+00:00,1030,0.52,0.5,0.66,-1.5699999,-75.11962,4514,759,0.5712933496093751,FALSE,REGULAR,USD
77,NFLX250124C00915000,2025-01-22 20:59:13+00:00,915,40.05,38.8,40.9,20.609999,106.0185,422,1383,0.4762015270996094,TRUE,REGULAR,USD
72,NFLX250124C00900000,2025-01-22 20:59:23+00:00,900,54.5,53.85,54.95,30.15,123.8193,5166,4273,0.5136767382812499,TRUE,REGULAR,USD
81,NFLX250124C00935000,2025-01-22 20:59:30+00:00,935,22.46,22.1,23.2,8.509999,61.003582,867,848,0.40320421020507813,TRUE,REGULAR,USD
96,NFLX250124C01010000,2025-01-22 20:59:32+00:00,1010,0.89,0.87,0.98,-2.25,-71.65605,3605,1472,0.5014698291015626,FALSE,REGULAR,USD
95,NFLX250124C01005000,2025-01-22 20:59:34+00:00,1005,1.06,1.06,1.19,-2.63,-71.27371,2541,1535,0.4887746435546876,FALSE,REGULAR,USD
89,NFLX250124C00975000,2025-01-22 20:59:39+00:00,975,4.05,3.95,4.2,-2.6699996,-39.73214,6972,693,0.41644870666503897,FALSE,REGULAR,USD
98,NFLX250124C01020000,2025-01-22 20:59:40+00:00,1020,0.68,0.6,0.75,-1.95,-74.144485,6193,1874,0.526371924,FALSE,REGULAR,USD
99,NFLX250124C01025000,2025-01-22 20:59:40+00:00,1025,0.63,0.55,0.68,-2.02,-76.22641,4001,1822,0.5476119458007813,FALSE,REGULAR,USD
106,NFLX250124C01060000,2025-01-22 20:59:43+00:00,1060,0.31,0.28,0.32,-0.71,-69.60784,2760,1171,0.6694368994140626,FALSE,REGULAR,USD
78,NFLX250124C00920000,2025-01-22 20:59:44+00:00,920,35.5,34.6,36,17,91.89189,1514,1398,0.4381159704589844,TRUE,REGULAR,USD
76,NFLX250124C00910000,2025-01-22 20:59:46+00:00,910,44.6,43.85,45.95,23.499998,111.3744,1635,2506,0.5241746801757812,TRUE,REGULAR,USD
114,NFLX250124C01100000,2025-01-22 20:59:49+00:00,1100,0.14,0.13,0.14,-0.31,-68.88889,5581,1869,0.78222874,FALSE,REGULAR,USD
83,NFLX250124C00945000,2025-01-22 20:59:52+00:00,945,15.52,15.1,16.2,3.9300003,33.908543,703,563,0.39703972106933594,TRUE,REGULAR,USD
85,NFLX250124C00955000,2025-01-22 20:59:52+00:00,955,9.9,9.9,10.45,0.09999943,1.0204023,2350,530,0.38837281555175784,FALSE,REGULAR,USD
66,NFLX250124C00870000,2025-01-22 20:59:54+00:00,870,84.5,83.7,84.8,47.28,127.02847,1595,1831,0.5932657861328126,TRUE,REGULAR,USD
69,NFLX250124C00885000,2025-01-22 20:59:54+00:00,885,69.26,68.75,70,38.660004,126.33989,472,891,0.5297898583984376,TRUE,REGULAR,USD
84,NFLX250124C00950000,2025-01-22 20:59:54+00:00,950,12.65,12.4,13,1.9299994,18.003725,4716,3060,0.38733522827148437,TRUE,REGULAR,USD
91,NFLX250124C00985000,2025-01-22 20:59:54+00:00,985,2.55,2.5,2.6,-3.0000002,-54.054058,5368,570,0.4331111376953125,FALSE,REGULAR,USD
93,NFLX250124C00995000,2025-01-22 20:59:54+00:00,995,1.65,1.61,1.7,-2.75,-62.5,5345,451,0.4580132324218751,FALSE,REGULAR,USD
92,NFLX250124C00990000,2025-01-22 20:59:55+00:00,990,2.06,2,2.13,-2.87,-58.21501,5618,1086,0.44751529052734373,FALSE,REGULAR,USD
82,NFLX250124C00940000,2025-01-22 20:59:56+00:00,940,18.83,18.35,19.5,6.01,46.879875,2202,2224,0.39819937744140627,TRUE,REGULAR,USD
86,NFLX250124C00960000,2025-01-22 20:59:56+00:00,960,8.03,8,8.35,-0.8699999,-9.77528,7224,1785,0.39264523376464844,FALSE,REGULAR,USD
102,NFLX250124C01040000,2025-01-22 20:59:56+00:00,1040,0.46,0.4,0.49,-1.54,-77,2877,633,0.6020547607421877,FALSE,REGULAR,USD
90,NFLX250124C00980000,2025-01-22 20:59:57+00:00,980,3.2,3.1,3.35,-2.9799998,-48.220062,12499,1253,0.42676354492187507,FALSE,REGULAR,USD
101,NFLX250124C01035000,2025-01-22 20:59:57+00:00,1035,0.5,0.39,0.66,-1.35,-72.97297,2481,315,0.5903361279296876,FALSE,REGULAR,USD
87,NFLX250124C00965000,2025-01-22 20:59:58+00:00,965,6.4,6.2,6.65,-1.5999999,-19.999998,2683,561,0.39929799926757814,FALSE,REGULAR,USD
104,NFLX250124C01050000,2025-01-22 20:59:58+00:00,1050,0.34,0.3,0.36,-0.9599999,-73.84615,14659,1956,0.6269568554687501,FALSE,REGULAR,USD
105,NFLX250124C01055000,2025-01-22 20:59:58+00:00,1055,0.3,0.22,0.34,-0.94,-75.80645,1195,687,0.637698936,FALSE,REGULAR,USD
107,NFLX250124C01065000,2025-01-22 20:59:58+00:00,1065,0.24,0.19,0.31,-0.75,-75.757576,731,196,0.6772493212890626,FALSE,REGULAR,USD
88,NFLX250124C00970000,2025-01-22 20:59:59+00:00,970,5,5,5.25,-2.4,-32.432434,6038,918,0.4058897302246094,FALSE,REGULAR,USD
94,NFLX250124C01000000,2025-01-22 20:59:59+00:00,1000,1.33,1.31,1.33,-2.7200003,-67.1605,29528,5124,0.46582565429687506,FALSE,REGULAR,USD
